id_Historico_Desastre;Event;Municipio;Fecha;Causa;Descripción de la causa;Fuente;IDimpacto_material;Muertos;Heridos;Desaparecidos;IDimpacto_humano;Casas destruidas;Casas dañadas;Pérdidas económicas;With Deaths;With Injured;With Missing;With Houses Destroyed;With Victims;Tipo_desastre;idDetalleDesastre
500566;FORESTFIRE;Dabeiba;28/02/2015;UNKNOWN;;UNGRD;56702;0;0;0;56701;0;0;0;0;0;0;0;0;Atmosférico;5005663
500567;FORESTFIRE;Angostura;27/02/2015;UNKNOWN;;UNGRD;56802;0;30;0;56801;0;10;0;0;10;0;0;0;Atmosférico;5005673
500568;FORESTFIRE;Barbosa;24/02/2015;UNKNOWN;;UNGRD;56902;0;0;0;56901;0;0;0;0;0;0;0;0;Atmosférico;5005683
500569;FIRE;Bello;24/02/2015;UNKNOWN;;UNGRD;57002;0;0;0;57001;170;0;0;0;0;0;10;0;Técnico;5005693
500570;FORESTFIRE;Marinilla;23/02/2015;UNKNOWN;;UNGRD;57102;0;0;0;57101;0;0;0;0;0;0;0;0;Atmosférico;5005703
500571;LANDSLIDE;Yalí;23/02/2015;UNKNOWN;;UNGRD;57202;20;0;0;57201;0;0;0;10;0;0;0;0;Geofísico;5005713
500572;FORESTFIRE;Medellín;22/02/2015;UNKNOWN;;UNGRD;57302;0;0;0;57301;0;0;0;0;0;0;0;0;Atmosférico;5005723
500573;FORESTFIRE;Turbo;21/02/2015;UNKNOWN;;UNGRD;57402;0;0;0;57401;0;0;0;0;0;0;0;0;Atmosférico;5005733
500574;FORESTFIRE;Bello;18/02/2015;OTHER;Un presunto pirómano ocasiona incendio en reserva natural.;UNGRD;57502;0;0;0;57501;0;0;0;0;0;0;0;0;Atmosférico;5005743
500575;FORESTFIRE;Bello;18/02/2015;UNKNOWN;;UNGRD;57602;0;0;0;57601;0;0;0;0;0;0;0;0;Atmosférico;5005753
500576;FORESTFIRE;Concordia;18/02/2015;BEHAVIOR;Una quema agrícola se salió de control.;UNGRD;57702;0;0;0;57701;0;0;0;0;0;0;0;0;Atmosférico;5005763
500577;FORESTFIRE;Concordia;18/02/2015;UNKNOWN;;UNGRD;57802;0;0;0;57801;0;0;0;0;0;0;0;0;Atmosférico;5005773
500578;LANDSLIDE;Buriticá;17/02/2015;UNKNOWN;;UNGRD;57902;10;0;0;57901;0;0;0;10;0;0;0;0;Geofísico;5005783
500579;FORESTFIRE;Salgar;17/02/2015;UNKNOWN;;UNGRD;58002;0;0;0;58001;0;0;0;0;0;0;0;0;Atmosférico;5005793
500580;FORESTFIRE;Concordia;16/02/2015;UNKNOWN;;UNGRD;58102;0;0;0;58101;0;0;0;0;0;0;0;0;Atmosférico;5005803
500581;LANDSLIDE;Amalfi;12/02/2015;OTHER;Una roca de una bocamina cayó sobre una persona.;UNGRD;58202;10;0;0;58201;0;0;0;10;0;0;0;0;Geofísico;5005813
500582;FORESTFIRE;Salgar;11/02/2015;UNKNOWN;;UNGRD;58302;0;0;0;58301;0;0;0;0;0;0;0;0;Atmosférico;5005823
500583;FIRE;Medellín;8/02/2015;UNKNOWN;;UNGRD;58402;0;0;0;58401;0;20;0;0;0;0;0;0;Técnico;5005833
500584;FORESTFIRE;Concordia;1/02/2015;UNKNOWN;;UNGRD;58502;0;0;0;58501;0;0;0;0;0;0;0;0;Atmosférico;5005843
500585;STRUCTURE;Alejandría;30/01/2015;DESIGNERROR;;UNGRD;58602;10;30;0;58601;0;0;0;10;10;0;0;0;Técnico;5005853
500586;FORESTFIRE;La Pintada;28/01/2015;UNKNOWN;;UNGRD;58702;0;0;0;58701;0;0;0;0;0;0;0;0;Atmosférico;5005863
500587;FORESTFIRE;Santa Rosa de Osos;26/01/2015;UNKNOWN;;UNGRD;58802;0;0;0;58801;0;0;0;0;0;0;0;0;Atmosférico;5005873
500588;FORESTFIRE;Bello;20/01/2015;UNKNOWN;;UNGRD;58902;0;0;0;58901;0;0;0;0;0;0;0;0;Atmosférico;5005883
500589;FORESTFIRE;Bello;19/01/2015;UNKNOWN;;UNGRD;59002;0;0;0;59001;0;0;0;0;0;0;0;0;Atmosférico;5005893
500590;FORESTFIRE;Copacabana;19/01/2015;UNKNOWN;;UNGRD;59102;0;0;0;59101;0;0;0;0;0;0;0;0;Atmosférico;5005903
500591;FORESTFIRE;La Estrella;19/01/2015;UNKNOWN;;UNGRD;59202;0;0;0;59201;0;0;0;0;0;0;0;0;Atmosférico;5005913
500592;FORESTFIRE;Concordia;17/01/2015;UNKNOWN;;UNGRD;59302;0;0;0;59301;0;0;0;0;0;0;0;0;Atmosférico;5005923
500593;FORESTFIRE;Concordia;17/01/2015;UNKNOWN;;UNGRD;59402;0;0;0;59401;0;0;0;0;0;0;0;0;Atmosférico;5005933
500594;FORESTFIRE;Remedios;17/01/2015;SHORTCIRCUIT;;UNGRD;59502;0;0;0;59501;0;0;0;0;0;0;0;0;Atmosférico;5005943
500595;FORESTFIRE;Marinilla;16/01/2015;UNKNOWN;;UNGRD;59602;0;0;0;59601;0;0;0;0;0;0;0;0;Atmosférico;5005953
500596;FORESTFIRE;Amagá;15/01/2015;UNKNOWN;;UNGRD;59702;0;0;0;59701;0;0;0;0;0;0;0;0;Atmosférico;5005963
500597;FORESTFIRE;Concordia;15/01/2015;UNKNOWN;;UNGRD;59802;0;0;0;59801;0;0;0;0;0;0;0;0;Atmosférico;5005973
500598;FORESTFIRE;Jardín;14/01/2015;UNKNOWN;;UNGRD;59902;0;0;0;59901;0;0;0;0;0;0;0;0;Atmosférico;5005983
500599;EXPLOSION;Angelópolis;12/01/2015;UNKNOWN;;UNGRD;60002;30;10;0;60001;0;0;0;10;10;0;0;0;Técnico;5005993
500600;FORESTFIRE;Fredonia;12/01/2015;UNKNOWN;;UNGRD;60102;0;0;0;60101;0;0;0;0;0;0;0;0;Atmosférico;5006003
500601;FORESTFIRE;El Retiro;12/01/2015;UNKNOWN;;UNGRD;60202;0;0;0;60201;0;0;0;0;0;0;0;0;Atmosférico;5006013
500602;FORESTFIRE;Rionegro;12/01/2015;UNKNOWN;;UNGRD;60302;0;0;0;60301;0;0;0;0;0;0;0;0;Atmosférico;5006023
500603;FORESTFIRE;Barbosa;11/01/2015;UNKNOWN;;UNGRD;60402;0;0;0;60401;0;0;0;0;0;0;0;0;Atmosférico;5006033
500604;FIRE;Bello;11/01/2015;UNKNOWN;Al parecer por corto circuito.;UNGRD;60502;0;0;0;60501;10;0;0;0;0;0;10;0;Técnico;5006043
500605;FORESTFIRE;Medellín;11/01/2015;UNKNOWN;;UNGRD;60602;0;0;0;60601;0;0;0;0;0;0;0;0;Atmosférico;5006053
500606;FORESTFIRE;Bello;10/01/2015;UNKNOWN;;UNGRD;60702;0;0;0;60701;0;0;0;0;0;0;0;0;Atmosférico;5006063
500607;FORESTFIRE;Salgar;10/01/2015;UNKNOWN;;UNGRD;60802;0;0;0;60801;0;0;0;0;0;0;0;0;Atmosférico;5006073
500608;FORESTFIRE;Amalfi;9/01/2015;UNKNOWN;;UNGRD;60902;0;0;0;60901;0;0;0;0;0;0;0;0;Atmosférico;5006083
500609;FORESTFIRE;Bello;9/01/2015;UNKNOWN;;UNGRD;61002;0;0;0;61001;0;0;0;0;0;0;0;0;Atmosférico;5006093
500610;FORESTFIRE;Betulia;8/01/2015;UNKNOWN;;UNGRD;61102;0;0;0;61101;0;0;0;0;0;0;0;0;Atmosférico;5006103
500611;FORESTFIRE;Concordia;8/01/2015;UNKNOWN;;UNGRD;61202;0;0;0;61201;0;0;0;0;0;0;0;0;Atmosférico;5006113
500612;FORESTFIRE;Fredonia;8/01/2015;UNKNOWN;;UNGRD;61302;0;0;0;61301;0;0;0;0;0;0;0;0;Atmosférico;5006123
500613;FORESTFIRE;Girardota;8/01/2015;UNKNOWN;;UNGRD;61402;0;0;0;61401;0;0;0;0;0;0;0;0;Atmosférico;5006133
500614;FORESTFIRE;San Carlos;8/01/2015;UNKNOWN;;UNGRD;61502;0;0;0;61501;0;0;0;0;0;0;0;0;Atmosférico;5006143
500615;FORESTFIRE;Medellín;7/01/2015;UNKNOWN;;UNGRD;61602;0;0;0;61601;0;0;0;0;0;0;0;0;Atmosférico;5006153
500616;FORESTFIRE;Santa Rosa de Osos;7/01/2015;UNKNOWN;;UNGRD;61702;0;0;0;61701;0;0;0;0;0;0;0;0;Atmosférico;5006163
500617;FORESTFIRE;Andes;6/01/2015;UNKNOWN;;UNGRD;61802;0;0;0;61801;0;0;0;0;0;0;0;0;Atmosférico;5006173
500618;FORESTFIRE;Caldas;6/01/2015;UNKNOWN;;UNGRD;61902;0;0;0;61901;0;0;0;0;0;0;0;0;Atmosférico;5006183
500619;FORESTFIRE;Frontino;6/01/2015;UNKNOWN;;UNGRD;62002;0;0;0;62001;0;0;0;0;0;0;0;0;Atmosférico;5006193
500620;FIRE;El Retiro;6/01/2015;UNKNOWN;;UNGRD;62102;0;0;0;62101;0;10;0;0;0;0;0;0;Técnico;5006203
500621;FORESTFIRE;Rionegro;6/01/2015;UNKNOWN;;UNGRD;62202;0;0;0;62201;0;0;0;0;0;0;0;0;Atmosférico;5006213
500622;FORESTFIRE;Santa Bárbara;6/01/2015;UNKNOWN;;UNGRD;62302;0;0;0;62301;0;0;0;0;0;0;0;0;Atmosférico;5006223
500623;FORESTFIRE;Caucasia;5/01/2015;UNKNOWN;;UNGRD;62402;0;0;0;62401;0;0;0;0;0;0;0;0;Atmosférico;5006233
500624;FORESTFIRE;Amagá;4/01/2015;UNKNOWN;;UNGRD;62502;0;0;0;62501;0;0;0;0;0;0;0;0;Atmosférico;5006243
500625;FORESTFIRE;Andes;4/01/2015;UNKNOWN;;UNGRD;62602;0;0;0;62601;0;0;0;0;0;0;0;0;Atmosférico;5006253
500626;FORESTFIRE;Andes;4/01/2015;UNKNOWN;;UNGRD;62702;0;0;0;62701;0;0;0;0;0;0;0;0;Atmosférico;5006263
500627;FORESTFIRE;Bello;4/01/2015;UNKNOWN;;UNGRD;62802;0;0;0;62801;0;0;0;0;0;0;0;0;Atmosférico;5006273
500628;FORESTFIRE;Concordia;4/01/2015;UNKNOWN;;UNGRD;62902;0;0;0;62901;0;0;0;0;0;0;0;0;Atmosférico;5006283
500629;FORESTFIRE;Concordia;4/01/2015;UNKNOWN;;UNGRD;63002;0;0;0;63001;0;0;0;0;0;0;0;0;Atmosférico;5006293
500630;FORESTFIRE;La Estrella;4/01/2015;UNKNOWN;;UNGRD;63102;0;0;0;63101;0;0;0;0;0;0;0;0;Atmosférico;5006303
500631;FORESTFIRE;Yolombó;4/01/2015;UNKNOWN;;UNGRD;63202;0;0;0;63201;0;0;0;0;0;0;0;0;Atmosférico;5006313
500632;FIRE;Caldas;3/01/2015;UNKNOWN;;UNGRD;63302;0;0;0;63301;0;0;0;0;0;0;0;0;Técnico;5006323
500633;FORESTFIRE;Concordia;3/01/2015;UNKNOWN;;UNGRD;63402;0;0;0;63401;0;0;0;0;0;0;0;0;Atmosférico;5006333
500634;FORESTFIRE;La Ceja;3/01/2015;UNKNOWN;;UNGRD;63502;0;0;0;63501;0;0;0;0;0;0;0;0;Atmosférico;5006343
500635;FORESTFIRE;La Ceja;3/01/2015;UNKNOWN;;UNGRD;63602;0;0;0;63601;0;0;0;0;0;0;0;0;Atmosférico;5006353
500636;FORESTFIRE;Medellín;2/01/2015;OTHER;Las altas temperaturas del lugar iniciaron el incendio;UNGRD;63702;0;0;0;63701;0;0;0;0;0;0;0;0;Atmosférico;5006363
500637;FORESTFIRE;Santa Bárbara;2/01/2015;UNKNOWN;;UNGRD;63802;0;0;0;63801;0;0;0;0;0;0;0;0;Atmosférico;5006373
500638;FORESTFIRE;Titiribí;2/01/2015;OTHER;Un globo cayó sobre pasto y rastrojo lo cual dio inicio al i;UNGRD;63902;0;0;0;63901;0;0;0;0;0;0;0;0;Atmosférico;5006383
500639;FORESTFIRE;Caldas;1/01/2015;OTHER;Un globo cayó sobre un cultivo de pinos lo cual dio inicio a;UNGRD;64002;0;0;0;64001;0;0;0;0;0;0;0;0;Atmosférico;5006393
500640;FLOOD;Medellín;29/10/2014;RAIN;;UNDGRD, El Tiempo 2014-10-30 Pg 12;64102;0;0;0;64101;0;0;0;0;0;0;0;0;Hidrológico;5006403
500641;FORESTFIRE;Envigado;31/12/2014;UNKNOWN;;UNGRD;64202;0;0;0;64201;0;0;0;0;0;0;0;0;Atmosférico;5006413
500642;FIRE;Bello;28/12/2014;UNKNOWN;;UNGRD;64302;0;100;0;64301;0;0;0;0;10;0;0;0;Técnico;5006423
500643;FORESTFIRE;Girardota;28/12/2014;UNKNOWN;A CAUSA DE UN TRAPICHE QUE SE INCENDIÓ DESDE LAS 2 DE LA MAD;UNGRD;64402;0;0;0;64401;0;0;0;0;0;0;0;0;Atmosférico;5006433
500644;LEAK;Girardota;26/12/2014;UNKNOWN;;UNGRD;64502;0;60;0;64501;0;0;0;0;10;0;0;0;Hidrológico;5006443
500645;FORESTFIRE;Santa Bárbara;24/12/2014;UNKNOWN;;UNGRD;64602;0;0;0;64601;0;0;0;0;0;0;0;0;Atmosférico;5006453
500646;FORESTFIRE;Buriticá;24/12/2014;UNKNOWN;;UNGRD;64702;0;0;0;64701;0;0;0;0;0;0;0;0;Atmosférico;5006463
500647;FIRE;El Retiro;23/12/2014;LEAK;;UNGRD;64802;0;0;0;64801;40;0;0;0;0;0;10;0;Técnico;5006473
500648;STRUCTURE;Itaguí;23/12/2014;UNKNOWN;;UNGRD;64902;0;50;0;64901;0;0;0;0;10;0;0;0;Técnico;5006483
500649;FIRE;Medellín;14/12/2014;UNKNOWN;;UNGRD;65002;0;0;0;65001;0;0;0;0;0;0;0;0;Técnico;5006493
500650;LANDSLIDE;Medellín;11/12/2014;RAIN;;UNGRD;65102;0;0;0;65101;40;0;0;0;0;0;10;10;Geofísico;5006503
500651;FIRE;Uramita;3/10/2014;SHORTCIRCUIT;;UNGRD;65202;0;20;0;65201;10;0;0;0;10;0;10;10;Técnico;5006513
500652;FLOOD;Chigorodó;10/12/2014;RAIN;;UNGRD;65302;0;0;0;65301;0;0;0;0;0;0;0;0;Hidrológico;5006523
500653;LANDSLIDE;Medellín;10/12/2014;UNKNOWN;;UNGRD;65402;0;0;0;65401;0;0;0;0;0;0;0;0;Geofísico;5006533
500654;SPATE;Bello;10/12/2014;UNKNOWN;;UNGRD;65502;0;0;0;65501;0;0;0;0;0;0;0;0;Hidrológico;5006543
500655;LANDSLIDE;Venecia;25/11/2014;EXPLOSION;;UNGRD;65602;10;60;0;65601;0;0;0;10;10;0;0;0;Geofísico;5006553
500656;LANDSLIDE;La Estrella;17/11/2014;UNKNOWN;;UNGRD;65702;0;0;0;65701;0;40;0;0;0;0;0;0;Geofísico;5006563
500657;FLOOD;Nechí;16/11/2014;OVERFLOW;RÍO CAUCA;UNDGRD, El Tiempo 2014-11-18 Pg 8;65802;0;0;0;65801;0;0;0;0;0;0;0;10;Hidrológico;5006573
500658;LANDSLIDE;Amagá;14/11/2014;UNKNOWN;;UNDGRD, El Tiempo 2014-11-16 Pg 10;65902;20;0;0;65901;0;0;0;10;0;0;0;0;Geofísico;5006583
500659;LANDSLIDE;Donmatías;13/11/2014;RAIN;;UNGRD;66002;20;10;0;66001;10;0;0;10;10;0;10;10;Geofísico;5006593
500660;FLOOD;Chigorodó;13/11/2014;OVERFLOW;RIO LEON;UNGRD;66102;0;0;0;66101;0;0;0;0;0;0;0;0;Hidrológico;5006603
500661;LANDSLIDE;Medellín;12/11/2014;UNKNOWN;;UNGRD;66202;0;0;0;66201;0;10;0;0;0;0;0;0;Geofísico;5006613
500662;FIRE;Medellín;11/11/2014;UNKNOWN;;UNGRD;66302;20;10;0;66301;10;0;0;10;10;0;10;0;Técnico;5006623
500663;STRONGWIND;Uramita;8/11/2014;ATMOSPHCONDITION;;UNGRD;66402;0;0;0;66401;0;0;0;0;0;0;0;0;Atmosférico;5006633
500664;STRONGWIND;Frontino;8/11/2014;ATMOSPHCONDITION;;UNGRD;66502;0;0;0;66501;0;0;0;0;0;0;0;0;Atmosférico;5006643
500665;STRONGWIND;Cañasgordas;8/11/2014;ATMOSPHCONDITION;;UNGRD;66602;0;0;0;66601;0;0;0;0;0;0;0;0;Atmosférico;5006653
500666;FLOOD;Donmatías;7/11/2014;OVERFLOW;QUEBRADA DON MATÍAS;UNGRD;66702;10;30;0;66701;0;1640;0;10;10;0;0;0;Hidrológico;5006663
500667;FLOOD;Caucasia;2/11/2014;OVERFLOW;;UNGRD;66802;0;0;0;66801;0;0;0;0;0;0;0;0;Hidrológico;5006673
500668;FLOOD;Amagá;30/10/2014;OTHER;Una bolsa de Agua explotó e inundó la Mina La Cancha.;UNDGRD, El Tiempo 2014-11-01 Pg 10, El Tiempo 2014-11-02 Pg 8, El Tiempo 2014-11-11 Pg 6, El Tiempo 2014-11-17 Pg 4, El Tiempo 2014-11-18 Pg 8;66902;120;0;0;66901;0;0;0;10;0;0;0;0;Hidrológico;5006683
500669;LANDSLIDE;Bello;30/10/2014;RAIN;;UNGRD;67002;10;0;0;67001;0;50;0;10;0;0;0;0;Geofísico;5006693
500670;HAILSTORM;Medellín;29/10/2014;ATMOSPHCONDITION;;UNGRD;67102;0;0;0;67101;0;0;0;0;0;0;0;0;Atmosférico;5006703
500671;FIRE;Bello;20/10/2014;UNKNOWN;;UNGRD;67202;0;0;0;67201;20;40;0;0;0;0;10;10;Técnico;5006713
500672;LANDSLIDE;Puerto Berrio;9/10/2014;RAIN;;UNGRD;67302;0;0;0;67301;0;20;0;0;0;0;0;0;Geofísico;5006723
500673;FLOOD;Puerto Berrio;9/10/2014;OVERFLOW;LAGUNA LA FORTUNA;UNGRD;67402;0;0;0;67401;0;0;0;0;0;0;0;0;Hidrológico;5006733
500674;FLOOD;San Rafael;8/10/2014;RAIN;;UNGRD;67502;0;0;0;67501;0;0;0;0;0;0;0;0;Hidrológico;5006743
500675;STRONGWIND;Envigado;6/10/2014;ATMOSPHCONDITION;;UNGRD;67602;0;10;0;67601;0;0;0;0;10;0;0;0;Atmosférico;5006753
500676;STRONGWIND;Betulia;5/10/2014;ATMOSPHCONDITION;;UNGRD;67702;0;0;0;67701;0;0;0;0;0;0;0;0;Atmosférico;5006763
500677;FIRE;Bello;4/10/2014;UNKNOWN;;UNGRD;67802;0;0;0;67801;140;0;0;0;0;0;10;10;Técnico;5006773
500678;STRONGWIND;Uramita;3/10/2014;ATMOSPHCONDITION;;UNGRD;67902;0;0;0;67901;0;250;0;0;0;0;0;0;Atmosférico;5006783
500679;STRONGWIND;San Pedro de Urabá;2/10/2014;ATMOSPHCONDITION;;UNGRD;68002;0;0;0;68001;0;100;0;0;0;0;0;0;Atmosférico;5006793
500680;STRONGWIND;Támesis;26/09/2014;ATMOSPHCONDITION;;UNGRD;68102;0;0;0;68101;0;70;0;0;0;0;0;0;Atmosférico;5006803
500681;ELECTRICSTORM;Caldas;26/09/2014;ATMOSPHCONDITION;;UNGRD;68202;10;0;0;68201;0;0;0;10;0;0;0;0;Atmosférico;5006813
500682;FLOOD;Chigorodó;25/09/2014;RAIN;;UNGRD;68302;0;0;0;68301;0;0;0;0;0;0;0;0;Hidrológico;5006823
500683;LANDSLIDE;Briceño;25/09/2014;UNKNOWN;;UNGRD;68402;0;0;0;68401;0;20;0;0;0;0;0;0;Geofísico;5006833
500684;FIRE;Medellín;21/09/2014;UNKNOWN;AL PARECER POR CORTO CIRCUITO;UNGRD;68502;0;0;0;68501;0;0;0;0;0;0;0;0;Técnico;5006843
500685;STRONGWIND;Venecia;17/09/2014;ATMOSPHCONDITION;;UNGRD;68602;0;0;0;68601;0;0;0;0;0;0;0;0;Atmosférico;5006853
500686;STRONGWIND;Puerto Triunfo;17/09/2014;ATMOSPHCONDITION;;UNGRD;68702;0;0;0;68701;0;0;0;0;0;0;0;0;Atmosférico;5006863
500687;STRONGWIND;Pueblorrico;17/09/2014;ATMOSPHCONDITION;;UNGRD;68802;0;0;0;68801;0;100;0;0;0;0;0;0;Atmosférico;5006873
500688;STRONGWIND;Caicedo;17/09/2014;ATMOSPHCONDITION;;UNGRD;68902;0;0;0;68901;0;500;0;0;0;0;0;0;Atmosférico;5006883
500689;STRONGWIND;Barbosa;17/09/2014;ATMOSPHCONDITION;;UNGRD;69002;0;0;0;69001;0;50;0;0;0;0;0;0;Atmosférico;5006893
500690;LANDSLIDE;Medellín;15/09/2014;UNKNOWN;;UNGRD;69102;0;0;0;69101;0;0;0;0;0;0;0;0;Geofísico;5006903
500691;FLOOD;Apartadó;2/09/2014;OVERFLOW;RIO VIJAGUAL;UNGRD;69202;0;0;0;69201;0;220;0;0;0;0;0;0;Hidrológico;5006913
500692;FLOOD;Nechí;29/08/2014;OVERFLOW;RÍO CAUCA;UNGRD;69302;0;0;0;69301;0;5000;0;0;0;0;0;0;Hidrológico;5006923
500693;STRONGWIND;Yarumal;20/08/2014;ATMOSPHCONDITION;;UNGRD;69402;0;0;0;69401;0;30;0;0;0;0;0;0;Atmosférico;5006933
500694;FIRE;Bello;19/08/2014;UNKNOWN;;UNGRD;69502;0;0;0;69501;10;0;0;0;0;0;10;10;Técnico;5006943
500695;FLOOD;El Santuario;14/08/2014;OVERFLOW;;UNGRD;69602;0;0;0;69601;10;100;0;0;0;0;10;10;Hidrológico;5006953
500696;FIRE;Medellín;12/08/2014;UNKNOWN;;UNGRD;69702;0;0;0;69701;0;0;0;0;0;0;0;0;Técnico;5006963
500697;STRONGWIND;Remedios;11/08/2014;ATMOSPHCONDITION;;UNGRD;69802;0;0;0;69801;0;940;0;0;0;0;0;0;Atmosférico;5006973
500698;STRONGWIND;Betulia;7/08/2014;ATMOSPHCONDITION;;UNGRD;69902;0;0;0;69901;0;0;0;0;0;0;0;0;Atmosférico;5006983
500699;FLOOD;Anorí;6/08/2014;UNKNOWN;;UNGRD;70002;0;0;0;70001;0;70;0;0;0;0;0;0;Hidrológico;5006993
500700;ELECTRICSTORM;San Francisco;4/08/2014;ATMOSPHCONDITION;;UNDGRD, El Tiempo 2014-10-07 Pg 2;70102;30;0;0;70101;0;0;0;10;0;0;0;0;Atmosférico;5007003
500701;STRONGWIND;Gómez Plata;3/08/2014;ATMOSPHCONDITION;;UNGRD;70202;0;0;0;70201;0;20;0;0;0;0;0;0;Atmosférico;5007013
500702;STRONGWIND;Caracolí;3/08/2014;ATMOSPHCONDITION;;UNGRD;70302;0;0;0;70301;0;420;0;0;0;0;0;0;Atmosférico;5007023
500703;FORESTFIRE;El Carmen de Viboral;2/08/2014;UNKNOWN;;UNGRD;70402;0;0;0;70401;0;0;0;0;0;0;0;0;Atmosférico;5007033
500704;STRONGWIND;Murindó;29/07/2014;ATMOSPHCONDITION;;UNGRD;70502;0;0;0;70501;0;0;0;0;0;0;0;0;Atmosférico;5007043
500705;STRONGWIND;San Roque;26/07/2014;ATMOSPHCONDITION;;UNGRD;70602;0;10;0;70601;10;770;0;0;10;0;10;10;Atmosférico;5007053
500706;FORESTFIRE;Sabaneta;25/07/2014;UNKNOWN;;UNGRD;70702;0;0;0;70701;0;0;0;0;0;0;0;0;Atmosférico;5007063
500707;FORESTFIRE;Medellín;24/07/2014;DROUGHT;;UNGRD;70802;0;0;0;70801;0;0;0;0;0;0;0;0;Atmosférico;5007073
500708;STRONGWIND;El Bagre;24/07/2014;ATMOSPHCONDITION;;UNGRD;70902;0;20;0;70901;0;1130;0;0;10;0;0;0;Atmosférico;5007083
500709;STRONGWIND;Chigorodó;24/07/2014;ATMOSPHCONDITION;;UNGRD;71002;0;0;0;71001;0;150;0;0;0;0;0;0;Atmosférico;5007093
500710;FORESTFIRE;San Pedro de los Milagros;23/07/2014;UNKNOWN;;UNGRD;71102;0;0;0;71101;0;0;0;0;0;0;0;0;Atmosférico;5007103
500711;FORESTFIRE;San Luis;22/07/2014;UNKNOWN;;UNGRD;71202;0;0;0;71201;0;0;0;0;0;0;0;0;Atmosférico;5007113
500712;FORESTFIRE;Gómez Plata;22/07/2014;UNKNOWN;;UNGRD;71302;0;0;0;71301;0;0;0;0;0;0;0;0;Atmosférico;5007123
500713;FORESTFIRE;Medellín;21/07/2014;UNKNOWN;;UNGRD;71402;0;0;0;71401;0;0;0;0;0;0;0;0;Atmosférico;5007133
500714;FORESTFIRE;Andes;20/07/2014;UNKNOWN;;UNGRD;71502;0;0;0;71501;0;0;0;0;0;0;0;0;Atmosférico;5007143
500715;FORESTFIRE;La Ceja;17/07/2014;UNKNOWN;;UNGRD;71602;0;0;0;71601;0;0;0;0;0;0;0;0;Atmosférico;5007153
500716;FORESTFIRE;Amalfi;15/07/2014;UNKNOWN;;UNGRD;71702;0;0;0;71701;0;0;0;0;0;0;0;0;Atmosférico;5007163
500717;LANDSLIDE;Medellín;14/07/2014;UNKNOWN;;UNGRD;71802;0;0;0;71801;40;150;0;0;0;0;10;10;Geofísico;5007173
500718;FORESTFIRE;El Retiro;11/07/2014;UNKNOWN;;UNGRD;71902;0;0;0;71901;0;0;0;0;0;0;0;0;Atmosférico;5007183
500719;STRONGWIND;Turbo;9/07/2014;ATMOSPHCONDITION;;UNGRD;72002;0;0;0;72001;0;600;0;0;0;0;0;0;Atmosférico;5007193
500720;STRONGWIND;Necoclí;9/07/2014;ATMOSPHCONDITION;;UNGRD;72102;0;0;0;72101;0;0;0;0;0;0;0;0;Atmosférico;5007203
500721;ELECTRICSTORM;Carepa;9/07/2014;ATMOSPHCONDITION;;UNGRD;72202;0;30;0;72201;0;0;0;0;10;0;0;0;Atmosférico;5007213
500722;STRONGWIND;Apartadó;9/07/2014;ATMOSPHCONDITION;;UNGRD;72302;0;10;0;72301;0;15590;0;0;10;0;0;0;Atmosférico;5007223
500723;FIRE;Medellín;5/07/2014;UNKNOWN;;UNGRD;72402;0;0;0;72401;0;0;0;0;0;0;0;0;Técnico;5007233
500724;FORESTFIRE;Medellín;2/07/2014;UNKNOWN;;UNGRD;72502;0;0;0;72501;0;0;0;0;0;0;0;0;Atmosférico;5007243
500725;FIRE;Medellín;2/07/2014;UNKNOWN;;UNGRD;72602;0;0;0;72601;20;0;0;0;0;0;10;0;Técnico;5007253
500726;FLOOD;Zaragoza;1/07/2014;OVERFLOW;Se desbordó una quebrada por las intensas lluvias.;UNGRD;72702;0;0;0;72701;0;1000;0;0;0;0;0;0;Hidrológico;5007263
500727;FLOOD;Necoclí;25/06/2014;RAIN;;UNGRD;72802;0;0;0;72801;0;0;0;0;0;0;0;0;Hidrológico;5007273
500728;FLOOD;Murindó;25/06/2014;UNKNOWN;;UNGRD;72902;10;0;0;72901;0;0;0;10;0;0;0;0;Hidrológico;5007283
500729;FLOOD;El Santuario;25/06/2014;OVERFLOW;Se desbordó la Quebrada La Marinilla.;UNGRD;73002;0;10;0;73001;0;1390;0;0;10;0;0;0;Hidrológico;5007293
500730;FLOOD;Cocorná;25/06/2014;OVERFLOW;Se desbordó la Quebrada Guayabala.;UNGRD;73102;0;0;0;73101;0;250;0;0;0;0;0;0;Hidrológico;5007303
500731;FLOOD;Arboletes;25/06/2014;OVERFLOW;Se desbordó el río Hobo.;UNGRD;73202;10;0;0;73201;0;0;0;10;0;0;0;0;Hidrológico;5007313
500732;FLOOD;Girardota;24/06/2014;UNKNOWN;;UNGRD;73302;0;10;0;73301;0;150;0;0;10;0;0;0;Hidrológico;5007323
500733;STRONGWIND;Cocorná;15/06/2014;ATMOSPHCONDITION;;UNGRD;73402;0;0;0;73401;0;530;0;0;0;0;0;0;Atmosférico;5007333
500734;STRUCTURE;Medellín;11/06/2014;UNKNOWN;;UNGRD;73502;0;0;0;73501;10;0;0;0;0;0;10;0;Técnico;5007343
500735;LANDSLIDE;Yarumal;9/06/2014;RAIN;;UNGRD;73602;10;0;10;73601;0;0;0;10;0;10;0;0;Geofísico;5007353
