id_Historico_Desastre;Event;Municipio;Fecha;Causa;Descripción de la causa;Fuente;IDimpacto_material;Muertos;Heridos;Desaparecidos;IDimpacto_humano;Casas destruidas;Casas dañadas;Pérdidas económicas;With Deaths;With Injured;With Missing;With Houses Destroyed;With Victims;Tipo_desastre;idDetalleDesastre
504025;FLOOD;Puerto Triunfo;2/09/1990;OVERFLOW;Desbto. quebrada Las Mercedes;"REONAD;EL TIEMPO 1990-09-24";402602;0;0;0;402601;0;0;0;0;0;0;0;10;Hidrológico;5040253
504026;SPATE;San Carlos;21/09/1990;LANDSLIDE;Sobre la quebrada La Arenosa que desemboca al río San Carlos;BDOD-60735-REONAD-EL TIEMPO, El Tiempo 2015, 05, 19 Pg 4;402702;50;0;70;402701;270;300;15000000000;10;0;10;10;10;Hidrológico;5040263
504027;LANDSLIDE;Valdivia;8/06/1990;RAIN;Fuerte invierno;EL TIEMPO;402802;50;20;0;402801;0;0;0;10;10;0;0;0;Geofísico;5040273
504028;SPATE;Itaguí;5/06/1990;OVERFLOW;Q.La Maria;BDOD--60723;402902;0;0;0;402901;0;0;0;0;0;0;0;0;Hidrológico;5040283
504029;SPATE;Bello;5/06/1990;OVERFLOW;Quebrada La Maria;BDOD--60723;403002;0;0;0;403001;0;0;0;0;0;0;0;0;Hidrológico;5040293
504030;STRONGWIND;Puerto Triunfo;29/01/1990;ATMOSPHCONDITION;;EL TIEMPO;403102;0;0;0;403101;0;0;0;0;0;0;0;0;Atmosférico;5040303
504031;FIRE;Medellín;28/01/1990;SHORTCIRCUIT;;EL TIEMPO 1990-01-29;403202;0;0;0;403201;0;0;100000000;0;0;0;0;0;Técnico;5040313
504032;FLOOD;Itaguí;17/11/1989;OVERFLOW;quebrada Santa Maria;EL TIEMPO 1989-11-18 P. 7B;403302;0;0;0;403301;0;0;0;0;0;0;0;0;Hidrológico;5040323
504033;LANDSLIDE;La Pintada;15/11/1989;RAIN;;EL TIEMPO 1989-11-16 P.8A;403402;0;0;0;403401;0;0;0;0;0;0;0;0;Geofísico;5040333
504034;LANDSLIDE;Cocorná;3/11/1989;RAIN;;EL TIEMPO 1989-11-07P. 4D;403502;0;0;0;403501;0;0;0;0;0;0;0;0;Geofísico;5040343
504035;LANDSLIDE;Cañasgordas;3/11/1989;RAIN;;EL TIEMPO 1989-11-08 P.10B;403602;0;0;0;403601;0;0;0;0;0;0;0;0;Geofísico;5040353
504036;LANDSLIDE;Santafé de Antioquia;3/11/1989;RAIN;;EL TIEMPO 1989-11-08 P.10B;403702;0;0;0;403701;0;0;0;0;0;0;0;0;Geofísico;5040363
504037;LANDSLIDE;Cocorná;2/11/1989;RAIN;;EL TIEMPO 1989-11-04/7/8 P. 15A/4D/10B;403802;0;0;0;403801;0;0;0;0;0;0;0;0;Geofísico;5040373
504038;LANDSLIDE;Jardín;14/10/1989;RAIN;;BDOD--60694;403902;0;0;0;403901;0;0;0;0;0;0;0;0;Geofísico;5040383
504039;LANDSLIDE;Cocorná;13/10/1989;RAIN;;BDOD-60694/TIEMPO 1989-10-14 P.9A;404002;0;0;0;404001;0;0;0;0;0;0;0;0;Geofísico;5040393
504040;FLOOD;Yondó;12/10/1989;OVERFLOW;Por lluvias  río Magdalena;BDOD--60693;404102;0;0;0;404101;0;0;0;0;0;0;0;0;Hidrológico;5040403
504041;LANDSLIDE;Medellín;26/09/1989;RAIN;;REONAD/EL TIEMPO 1989-09-27 P.9B;404202;40;0;0;404201;0;0;0;10;0;0;0;0;Geofísico;5040413
504042;FIRE;Bello;25/09/1989;SHORTCIRCUIT;;EL TIEMPO 1989-09-28 P.4C;404302;0;0;0;404301;0;0;3000000;0;0;0;0;0;Técnico;5040423
504043;LANDSLIDE;La Pintada;24/09/1989;RAIN;;EL TIEMPO 1989-09-25;404402;0;0;0;404401;0;0;0;0;0;0;0;0;Geofísico;5040433
504044;SPATE;Segovia;15/09/1989;OVERFLOW;Q.Tigrito;BDOD--60686;404502;0;0;0;404501;150;0;0;0;0;0;10;0;Hidrológico;5040443
504045;LANDSLIDE;San Rafael;6/09/1989;RAIN;;EL TIEMPO 1989-09-15 P. 4C;404602;20;0;0;404601;0;0;0;10;0;0;0;0;Geofísico;5040453
504046;FLOOD;Medellín;6/09/1989;RAIN;;EL TIEMPO 1989-09-15 P. 4C;404702;0;0;0;404701;0;0;0;0;0;0;0;0;Hidrológico;5040463
504047;FIRE;Medellín;24/08/1989;UNKNOWN;;EL TIEMPO 1989-08-25 P.6B;404802;0;0;0;404801;0;0;20000000;0;0;0;0;0;Técnico;5040473
504048;PLAGUE;Yolombó;3/08/1989;UNKNOWN;;EL TIEMPO 1989-08-05 P.1-8A;404902;0;0;0;404901;0;0;0;0;0;0;0;0;Biológico;5040483
504049;PLAGUE;Yalí;3/08/1989;UNKNOWN;;EL TIEMPO 1989-08-05 P.1-8A;405002;0;0;0;405001;0;0;0;0;0;0;0;0;Biológico;5040493
504050;PLAGUE;Vegachí;3/08/1989;UNKNOWN;;EL TIEMPO 1989-08-05 P.1-8A;405102;0;0;0;405101;0;0;0;0;0;0;0;0;Biológico;5040503
504051;PLAGUE;Remedios;3/08/1989;UNKNOWN;;EL TIEMPO 1989-08-05 P.1-8A;405202;0;0;0;405201;0;0;0;0;0;0;0;0;Biológico;5040513
504052;PLAGUE;Meceo;3/08/1989;UNKNOWN;;EL TIEMPO 1989-08-05 P.1-8A;405302;0;0;0;405301;0;0;0;0;0;0;0;0;Biológico;5040523
504053;LANDSLIDE;Tarazá;27/07/1989;RAIN;;EL TIEMPO 1989-07-28 P.9A;405402;30;0;0;405401;0;0;0;10;0;0;0;0;Geofísico;5040533
504054;FROST;Venecia;8/07/1989;ATMOSPHCONDITION;;BDOD--60679;405502;0;0;0;405501;0;0;0;0;0;0;0;0;Atmosférico;5040543
504055;FROST;Fredonia;8/07/1989;ATMOSPHCONDITION;;BDOD--60679;405602;0;0;0;405601;0;0;0;0;0;0;0;0;Atmosférico;5040553
504056;FROST;Santafé de Antioquia;8/07/1989;ATMOSPHCONDITION;;BDOD--60679;405702;0;0;0;405701;0;0;0;0;0;0;0;0;Atmosférico;5040563
504057;FIRE;Betulia;2/07/1989;UNKNOWN;;EL TIEMPO 1989-07-03 P. 9A;405802;0;0;0;405801;0;0;0;0;0;0;0;0;Técnico;5040573
504058;FLOOD;Andes;23/06/1989;RAIN;;EL TIEMPO 1989-06-25 P. 8A;405902;0;0;0;405901;30;200;100000000;0;0;0;10;10;Hidrológico;5040583
504059;LANDSLIDE;Andes;23/06/1989;RAIN;;EL TIEMPO 1989-06-25 P. 8A;406002;40;70;10;406001;0;0;0;10;10;10;0;0;Geofísico;5040593
504060;FIRE;Medellín;26/05/1989;UNKNOWN;Posible cortocircuito;EL TIEMPO 1989-05-26 P.7B;406102;0;0;0;406101;0;0;0;0;0;0;0;0;Técnico;5040603
504061;FLOOD;Medellín;4/05/1989;RAIN;;EL TIEMPO 1989-05-05 P. 11B;406202;0;0;0;406201;0;0;0;0;0;0;0;0;Hidrológico;5040613
504062;FLOOD;Itaguí;4/05/1989;RAIN;;EL TIEMPO 1989-05-05 P. 11B;406302;0;0;0;406301;0;0;0;0;0;0;0;0;Hidrológico;5040623
504063;FLOOD;Envigado;4/05/1989;RAIN;;EL TIEMPO 1989-05-05 P. 11B;406402;0;0;0;406401;0;0;0;0;0;0;0;0;Hidrológico;5040633
504064;LANDSLIDE;Medellín;13/03/1989;RAIN;;EL TIEMPO 1989-03-14;406502;0;0;0;406501;0;0;0;0;0;0;0;0;Geofísico;5040643
504065;LANDSLIDE;Guarne;6/03/1989;RAIN;;BDOD--60660/EL TIEMPO 1989-03-14 PAG 9B;406602;0;0;0;406601;0;0;0;0;0;0;0;0;Geofísico;5040653
504066;FLOOD;Yondó;9/12/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD--60644;406702;0;0;0;406701;0;0;0;0;0;0;0;0;Hidrológico;5040663
504067;FLOOD;Puerto Triunfo;9/12/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD--60644;406802;0;0;0;406801;0;0;0;0;0;0;0;0;Hidrológico;5040673
504068;FLOOD;Puerto Berrio;9/12/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD--60644;406902;0;0;0;406901;0;0;0;0;0;0;0;0;Hidrológico;5040683
504069;FLOOD;Puerto Nare;9/12/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD--60644;407002;0;0;0;407001;0;0;0;0;0;0;0;0;Hidrológico;5040693
504070;SPATE;Yondó;30/11/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD--60630;407102;0;0;0;407101;0;0;0;0;0;0;0;0;Hidrológico;5040703
504071;LANDSLIDE;Frontino;29/11/1988;RAIN;;EL TIEMPO 1988-11-30 8C;407202;0;0;0;407201;0;0;0;0;0;0;0;0;Geofísico;5040713
504072;FLOOD;Medellín;24/11/1988;OVERFLOW;quebradas  Santa Elena  La Loca  La Castro  La Loquita...;EL TIEMPO 1988-11-25 8A;407302;60;0;30;407301;400;0;0;10;0;10;10;10;Hidrológico;5040723
504073;FLOOD;Remedios;23/11/1988;RAIN;;EL TIEMPO 1988-11-24 9C;407402;0;0;0;407401;0;0;0;0;0;0;0;10;Hidrológico;5040733
504074;FLOOD;Nechí;23/11/1988;OVERFLOW;Por lluvias  río Nechí;EL TIEMPO 1988-11-24 9C;407502;0;0;0;407501;0;0;0;0;0;0;0;10;Hidrológico;5040743
504075;FLOOD;Medellín;23/11/1988;OVERFLOW;Por lluvias  río Medellin.;EL TIEMPO 1988-11-24 9C;407602;0;0;0;407601;50;0;0;0;0;0;10;10;Hidrológico;5040753
504076;SPATE;Medellín;22/11/1988;OVERFLOW;Q.Palencia;BDOD--60616;407702;0;0;0;407701;0;0;0;0;0;0;0;0;Hidrológico;5040763
504077;SPATE;Medellín;22/11/1988;OVERFLOW;Q.Ana Diaz;BDOD--60611;407802;0;0;0;407801;0;0;0;0;0;0;0;0;Hidrológico;5040773
504078;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La Rebelde;BDOD--60614;407902;0;0;0;407901;0;0;0;0;0;0;0;0;Hidrológico;5040783
504079;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La Castro;BDOD--60613;408002;0;0;0;408001;0;0;0;0;0;0;0;0;Hidrológico;5040793
504080;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La Hueso;BDOD--60610;408102;0;0;0;408101;0;0;0;0;0;0;0;0;Hidrológico;5040803
504081;SPATE;Medellín;22/11/1988;OVERFLOW;Por lluvias  río Medellín;BDOD--60608;408202;0;0;0;408201;0;0;0;0;0;0;0;0;Hidrológico;5040813
504082;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La  Loquita;BDOD--60615;408302;0;0;0;408301;0;0;0;0;0;0;0;0;Hidrológico;5040823
504083;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La Carcel;BDOD--60617;408402;0;0;0;408401;0;0;0;0;0;0;0;0;Hidrológico;5040833
504084;SPATE;Medellín;22/11/1988;OVERFLOW;Q.La Loca;BDOD--60612;408502;0;0;0;408501;0;0;0;0;0;0;0;0;Hidrológico;5040843
504085;FLOOD;Yondó;20/11/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD-60603;408602;0;0;0;408601;0;0;0;0;0;0;0;10;Hidrológico;5040853
504086;FLOOD;Puerto Nare;20/11/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD-60603;408702;0;0;0;408701;0;0;0;0;0;0;0;0;Hidrológico;5040863
504087;FLOOD;Caucasia;20/11/1988;OVERFLOW;Río Cauca;BDOSSO;408802;0;0;0;408801;0;0;0;0;0;0;0;10;Hidrológico;5040873
504088;FLOOD;Venecia;19/11/1988;OVERFLOW;Rio Cauca;BDOD-60600;408902;0;0;0;408901;0;0;0;0;0;0;0;0;Hidrológico;5040883
504089;LANDSLIDE;Medellín;19/11/1988;RAIN;;EL TIEMPO 1988-11-20 10B;409002;0;0;0;409001;0;0;0;0;0;0;0;0;Geofísico;5040893
504090;FLOOD;Cáceres;19/11/1988;OVERFLOW;Rio Cauca;BDOD-60600. EL TIEMPO;409102;0;0;0;409101;0;0;0;0;0;0;0;0;Hidrológico;5040903
504091;FLOOD;Valparaiso;15/11/1988;OVERFLOW;Por lluvias  río Magdalena;BDOD-60600.EL TIEMPO 1988-11-16 5B;409202;0;0;0;409201;0;0;0;0;0;0;0;10;Hidrológico;5040913
504092;FLOOD;Puerto Triunfo;15/11/1988;OVERFLOW;Por lluvias  río Magdalena;EL TIEMPO 1988-11-16 5B;409302;0;0;0;409301;0;0;0;0;0;0;0;10;Hidrológico;5040923
504093;FLOOD;La Pintada;15/11/1988;OVERFLOW;Por lluvias  río Magdalena;EL TIEMPO 1988-11-16 5B;409402;0;0;0;409401;0;0;0;0;0;0;0;10;Hidrológico;5040933
504094;FLOOD;Nechí;20/10/1988;OVERFLOW;Por lluvias  ríos Cauca y Nechí;EL TIEMPO 1988-10-22 UB;409502;0;0;0;409501;0;0;0;0;0;0;0;10;Hidrológico;5040943
504095;FLOOD;Cáceres;18/10/1988;RAIN;;ING.;409602;0;0;0;409601;0;0;0;0;0;0;0;0;Hidrológico;5040953
504096;LANDSLIDE;Santa Bárbara;17/10/1988;RAIN;;EL TIEMPO 1988-10-18 3A;409702;0;0;0;409701;0;0;0;0;0;0;0;0;Geofísico;5040963
504097;LANDSLIDE;Medellín;17/10/1988;UNKNOWN;;BDOD-60574;409802;10;0;0;409801;10;0;0;10;0;0;10;0;Geofísico;5040973
504098;FLOOD;Caucasia;17/10/1988;OVERFLOW;Dsbto  rio Cauca.;ING. BDOD-60573.EL TIEMPO 1988-10-18;409902;0;0;0;409901;0;0;0;0;0;0;0;0;Hidrológico;5040983
504099;LANDSLIDE;Amagá;17/10/1988;RAIN;;EL TIEMPO 1988-10-18 3A;410002;0;0;0;410001;0;0;0;0;0;0;0;0;Geofísico;5040993
504100;FLOOD;Vigía del Fuerte;16/10/1988;OVERFLOW;Por lluvias  río Atrato y sus afluentes;EL TIEMPO 1988-10-18 3A;410102;0;0;0;410101;0;0;0;0;0;0;0;0;Hidrológico;5041003
504101;LANDSLIDE;Amagá;16/10/1988;RAIN;Temporada Invernal.;EL TIEMPO 1988-10-17 8A;410202;0;0;0;410201;0;0;0;0;0;0;0;0;Geofísico;5041013
504102;FLOOD;Murindó;15/10/1988;OVERFLOW;Por lluvias  río Atrato;BDOD-60568;410302;0;0;0;410301;0;0;0;0;0;0;0;0;Hidrológico;5041023
504103;FLOOD;Murindó;15/10/1988;OVERFLOW;Por lluvias  río Murri;BDOD-60571;410402;0;0;0;410401;0;0;0;0;0;0;0;0;Hidrológico;5041033
504104;FLOOD;Murindó;15/10/1988;OVERFLOW;Por lluvias  río Arquia;BDOD-60572;410502;0;0;0;410501;0;0;0;0;0;0;0;0;Hidrológico;5041043
504105;LANDSLIDE;Fredonia;3/10/1988;RAIN;;BDOD-60565-BDOSSO;410602;500;0;0;410601;80;270;0;10;0;0;10;10;Geofísico;5041053
504106;FLOOD;Medellín;18/09/1988;OVERFLOW;Por lluvias  quebrada Ana Díaz;.EL TIEMPO 1988-09-19 P.8A;410702;0;0;0;410701;200;0;0;10;0;0;10;10;Hidrológico;5041063
504107;LANDSLIDE;Medellín;18/09/1988;OVERFLOW;Dsbto  Q. del río Medellin.;EL TIEMPO 1988-09-19 8A;410802;180;0;80;410801;850;1100;0;10;0;10;10;10;Geofísico;5041073
504108;LANDSLIDE;Medellín;17/09/1988;RAIN;dos derrumbes;EL TIEMPO 1988-09-18 9A;410902;0;0;0;410901;0;0;0;0;0;0;0;0;Geofísico;5041083
504109;FLOOD;Medellín;16/09/1988;OVERFLOW;Por lluvias  quebradas La Minita y Velásquez;EL TIEMPO 1988-09-19;411002;0;0;0;411001;0;0;0;0;0;0;0;0;Hidrológico;5041093
504110;FLOOD;Medellín;16/09/1988;OVERFLOW;Qbs. La Picacha  La Hueso  Sta Ana  Santa Isabel  *;EL TIEMPO 1988-09-17 9 14A;411102;10;0;0;411101;40;0;0;10;0;0;10;10;Hidrológico;5041103
504111;FLOOD;Medellín;16/09/1988;OVERFLOW;Por lluvias  quebradas Velasquez y Quintana;EL TIEMPO 1988-09-17 P.14A;411202;0;0;0;411201;0;0;0;0;0;0;0;0;Hidrológico;5041113
504112;FLOOD;Medellín;16/09/1988;OVERFLOW;Por lluvias  río Medellin;.EL TIEMPO 1988-09-17 P.14A;411302;0;0;0;411301;0;0;0;0;0;0;0;0;Hidrológico;5041123
504113;FLOOD;Medellín;16/09/1988;OVERFLOW;Por lluvias  quebrada La Madera;EL TIEMPO 1988-09-17 P.14A;411402;0;0;0;411401;0;0;0;0;0;0;0;10;Hidrológico;5041133
504114;LANDSLIDE;Medellín;16/09/1988;OVERFLOW;Dsbto de quebradas y río Medellín;.EL TIEMPO 1988-09-17 9 14A;411502;10;0;0;411501;230;1200;0;10;0;0;10;10;Geofísico;5041143
504115;FLOOD;Bello;16/09/1988;OVERFLOW;Q. Garcia;.EL TIEMPO 1988-09-17 9 14A;411602;0;0;0;411601;0;0;0;0;0;0;0;0;Hidrológico;5041153
504116;FLOOD;Vegachí;15/09/1988;OVERFLOW;Dsbto. Q. La Cruz y El Volcan.;.EL TIEMPO 1988-09-15 UA;411702;20;0;0;411701;60;0;0;10;0;0;10;10;Hidrológico;5041163
504117;SPATE;Medellín;15/09/1988;OVERFLOW;Q. La Hueso;BDOSSO;411802;110;0;0;411801;0;0;0;10;0;0;0;0;Hidrológico;5041173
504118;FLOOD;Cañasgordas;14/09/1988;OVERFLOW;Represamiento de la Q. El Edén;.EL TIEMPO 1988-09-15 UA;411902;20;0;0;411901;60;0;0;10;0;0;10;10;Hidrológico;5041183
504119;FLOOD;Medellín;10/09/1988;OVERFLOW;Por lluvias  quebrada Iguaná;EL TIEMPO 1988-09-11 P.7A;412002;40;0;50;412001;430;1250;0;10;0;10;10;10;Hidrológico;5041193
504120;LANDSLIDE;Yarumal;8/09/1988;RAIN;;.EL TIEMPO 1988-09-09 8C;412102;0;0;0;412101;0;0;0;0;0;0;0;0;Geofísico;5041203
504121;LANDSLIDE;Pueblorrico;8/09/1988;RAIN;;.EL TIEMPO 1988-09-09 8C;412202;0;0;0;412201;0;0;0;0;0;0;0;0;Geofísico;5041213
504122;LANDSLIDE;Nechí;8/09/1988;RAIN;Colorado - Nechí.;.EL TIEMPO 1988-09-09 8C;412302;0;0;0;412301;0;0;0;0;0;0;0;10;Geofísico;5041223
504123;LANDSLIDE;Jericó;8/09/1988;RAIN;;.EL TIEMPO 1988-09-09 8C;412402;0;0;0;412401;0;0;0;0;0;0;0;0;Geofísico;5041233
504124;FLOOD;Vegachí;4/09/1988;RAIN;;ING.;412502;20;0;0;412501;0;0;0;10;0;0;0;0;Hidrológico;5041243
504125;FLOOD;Andes;4/09/1988;RAIN;;ING.;412602;0;0;0;412601;10;0;0;0;0;0;10;0;Hidrológico;5041253
504126;LANDSLIDE;Rionegro;16/08/1988;RAIN;;.EL TIEMPO 1988-08-17 8A.;412702;30;0;0;412701;0;0;0;10;0;0;0;0;Geofísico;5041263
504127;LANDSLIDE;Cañasgordas;9/08/1988;UNKNOWN;;BDOD-60558;412802;0;0;0;412801;0;0;0;0;0;0;0;0;Geofísico;5041273
504128;LANDSLIDE;Medellín;5/08/1988;RAIN;;BDOD-60556;412902;30;0;0;412901;0;0;0;10;0;0;0;0;Geofísico;5041283
504129;LANDSLIDE;Tarazá;15/07/1988;UNKNOWN;;ING.-BDOSSO;413002;120;70;0;413001;0;0;0;10;10;0;0;0;Geofísico;5041293
504130;SPATE;Nechí;15/07/1988;OVERFLOW;Rio Cauca;BDOD-60535;413102;0;0;0;413101;0;0;0;0;0;0;0;0;Hidrológico;5041303
504131;LANDSLIDE;Medellín;15/07/1988;UNKNOWN;;BDOD-60538;413202;50;0;0;413201;0;0;0;10;0;0;0;0;Geofísico;5041313
504132;SPATE;Medellín;15/07/1988;OVERFLOW;Q. La Iguana.;BDOD-60539.REONAD;413302;0;0;0;413301;290;0;0;0;0;0;10;0;Hidrológico;5041323
504133;LANDSLIDE;Yarumal;11/07/1988;RAIN;;EL TIEMPO 1988-07-12 10-A;413402;40;0;0;413401;0;0;0;10;10;0;10;0;Geofísico;5041333
504134;LANDSLIDE;Medellín;11/07/1988;HUMANERROR;La explotación antitécnica de la cantera contribuyó*;EL TIEMPO 1988-07-12 4-B;413502;0;0;0;413501;30;0;0;0;0;0;10;0;Geofísico;5041343
504135;FLOOD;San Roque;7/07/1988;UNKNOWN;;ING.;413602;0;0;0;413601;680;0;0;0;0;0;10;0;Hidrológico;5041353
504136;LANDSLIDE;Medellín;7/07/1988;RAIN;;EL TIEMPO 1988-07-08 10-C;413702;0;20;0;413701;290;0;0;0;10;0;10;0;Geofísico;5041363
504137;FLOOD;Medellín;5/07/1988;OVERFLOW;Dsbto. Q. La Iguana;EL TIEMPO 1988-07-06 10-B;413802;0;0;10;413801;150;0;0;0;0;10;10;10;Hidrológico;5041373
504138;LANDSLIDE;Tarazá;1/07/1988;UNKNOWN;;ING.;413902;50;200;0;413901;0;0;0;10;10;0;0;0;Geofísico;5041383
504139;SPATE;Tarazá;1/07/1988;OVERFLOW;Rio Taraza;REONAD-BDOSSO;414002;0;0;0;414001;0;0;0;0;0;0;0;0;Hidrológico;5041393
504140;STORM;Turbo;6/06/1988;ATMOSPHCONDITION;;EL TIEMPO 1988-06-07  P.3A;414102;0;0;0;414101;0;0;0;0;0;0;0;10;Atmosférico;5041403
504141;STORM;Apartadó;6/06/1988;ATMOSPHCONDITION;;EL TIEMPO 1988-06-07 P.3A;414202;0;0;0;414201;0;0;0;0;0;0;0;10;Atmosférico;5041413
504142;FLOOD;El Retiro;14/04/1988;OVERFLOW;Q. Cuarzo;EL TIEMPO 1988-04-16 P.6B;414302;0;0;0;414301;10;150;0;0;0;0;10;0;Hidrológico;5041423
504143;FLOOD;Medellín;14/04/1988;RAIN;;EL TIEMPO 1988-04-16 P.6B;414402;0;0;0;414401;0;0;0;0;0;0;0;0;Hidrológico;5041433
504144;STRUCTURE;Envigado;14/04/1988;OTHER;Viv. destruidas por erosión atribuida a la deforestación.;EL TIEMPO 1988-04-16 P.6B;414502;0;0;0;414501;70;0;15000000;0;0;0;10;10;Técnico;5041443
504145;SPATE;Medellín;5/04/1988;OVERFLOW;Quebrada Ayura;BDOD-60528;414602;0;0;0;414601;80;0;0;0;0;0;10;0;Hidrológico;5041453
504146;ACCIDENT;Turbo;3/01/1988;OTHER;Naufragio causado por una ola.;EL TIEMPO 1988-01-04  2-A;414702;40;0;0;414701;0;0;0;10;0;0;0;0;Técnico;5041463
504147;FIRE;Medellín;1/01/1988;UNKNOWN;;EL TIEMPO 1988-01-02;414802;0;10;0;414801;0;0;40000000;0;10;0;0;0;Técnico;5041473
504148;FIRE;Rionegro;30/12/1987;HUMANERROR;Globo lanzado desde una finca vecina;EL TIEMPO 1988-01-02 P.2A;414902;0;0;0;414901;0;0;30000000;0;0;0;0;0;Técnico;5041483
504149;FIRE;Rionegro;28/12/1987;OTHER;a causa de una chispa producida por una màquina.;EL TIEMPO 1987-12-30 P.2A;415002;0;0;0;415001;0;0;0;0;0;0;0;0;Técnico;5041493
504150;LANDSLIDE;Dabeiba;5/12/1987;UNKNOWN;;EL TIEMPO 1987-12-07 P.2A;415102;60;0;0;415101;0;0;0;10;0;0;0;0;Geofísico;5041503
504151;FLOOD;Vigía del Fuerte;30/11/1987;OVERFLOW;Por lluvias  río Murrí;EL TIEMPO 1987-12-02 P.11B;415202;0;0;0;415201;90;0;0;0;0;0;10;0;Hidrológico;5041513
504152;LANDSLIDE;Venecia;27/11/1987;UNKNOWN;;BDOD-60520;415302;0;0;0;415301;0;0;0;0;0;0;0;0;Geofísico;5041523
504153;LANDSLIDE;Tarazá;27/11/1987;UNKNOWN;;BDOD-60520;415402;0;0;0;415401;0;0;0;0;0;0;0;0;Geofísico;5041533
504154;LANDSLIDE;Nechí;27/11/1987;UNKNOWN;;BDOD-60520;415502;0;0;0;415501;0;0;0;0;0;0;0;0;Geofísico;5041543
504155;LANDSLIDE;Cañasgordas;27/11/1987;UNKNOWN;;BDOD-60520;415602;0;0;0;415601;0;0;0;0;0;0;0;0;Geofísico;5041553
504156;LANDSLIDE;San Luis;7/11/1987;RAIN;;EL TIEMPO 1987-11-09 P.3A;415702;0;0;0;415701;0;0;0;0;0;0;0;0;Geofísico;5041563
504157;LANDSLIDE;San Luis;4/11/1987;UNKNOWN;;ING.;415802;0;0;0;415801;0;0;0;0;0;0;0;0;Geofísico;5041573
504158;RAIN;Medellín;4/11/1987;ATMOSPHCONDITION;;EL TIEMPO 1987-11-05 P.9A;415902;0;0;0;415901;0;0;0;0;0;0;0;0;Atmosférico;5041583
504159;RAIN;Jardín;4/11/1987;ATMOSPHCONDITION;;EL TIEMPO 1987-11-05 P.9A;416002;0;0;0;416001;0;0;0;0;0;0;0;0;Atmosférico;5041593
504160;FLOOD;El Bagre;4/11/1987;OVERFLOW;Desbo. rio Tigui;EL TIEMPO 1987-11-05 P.9A;416102;0;0;0;416101;0;0;0;0;0;0;0;0;Hidrológico;5041603
504161;RAIN;Santafé de Antioquia;4/11/1987;ATMOSPHCONDITION;;EL TIEMPO 1987-11-05 P.9A;416202;0;0;0;416201;0;0;0;0;0;0;0;0;Atmosférico;5041613
504162;FLOOD;Caucasia;28/10/1987;OVERFLOW;Desbto. rios Cauca y Nechí;EL TIEMPO 1987-10-30 P.10C;416302;0;0;0;416301;0;0;0;0;0;0;0;0;Hidrológico;5041623
504163;FLOOD;Nechí;26/10/1987;OVERFLOW;Desbto. rios Cauca y Nechí;BDOD-ING.-EL TIEMPO 1987-10-30 P.10C;416402;0;0;0;416401;0;0;0;0;0;0;0;0;Hidrológico;5041633
504164;FIRE;Apartadó;22/10/1987;SHORTCIRCUIT;;EL TIEMPO 1987-10-24 P.ultB;416502;0;0;0;416501;0;0;100000000;0;0;0;0;0;Técnico;5041643
504165;LANDSLIDE;Sabanalarga;19/10/1987;RAIN;;EL TIEMPO 1987-10-20 P.10B;416602;20;0;0;416601;0;0;0;10;0;0;0;10;Geofísico;5041653
504166;FLOOD;Necoclí;19/10/1987;RAIN;;EL TIEMPO 1987-10-20 P.10B;416702;0;0;0;416701;0;0;0;10;0;0;0;10;Hidrológico;5041663
504167;LANDSLIDE;Itaguí;13/10/1987;RAIN;;EL TIEMPO 1987-10-15 P.8C;416802;0;0;0;416801;10;0;0;0;0;0;10;0;Geofísico;5041673
504168;LANDSLIDE;Remedios;25/09/1987;RAIN;;EL TIEMPO 1987-09-27 P.3A;416902;10;0;0;416901;0;0;0;10;0;0;0;0;Geofísico;5041683
504169;LANDSLIDE;Remedios;25/09/1987;RAIN;;BDOD-60501-2-EL TIEMPO 1987-09-27 P.3A;417002;20;0;0;417001;0;0;0;10;0;0;0;0;Geofísico;5041693
504170;LANDSLIDE;Medellín;27/09/1987;OVERFLOW;Aguas desbordadas e  infiltradas.;BDOD-60500-BDOSSO-MONTERO(2001)-ELTIEMPO;417102;5000;1500;0;417101;690;0;0;10;10;0;10;10;Geofísico;5041703
504171;LANDSLIDE;Zaragoza;27/08/1987;RAIN;;EL TIEMPO 1987-09-03 P.13A;417202;30;0;0;417201;10;0;0;10;0;0;10;0;Geofísico;5041713
504172;FIRE;Itaguí;27/08/1987;UNKNOWN;;EL TIEMPO 1987-08-29 P.2A;417302;0;0;0;417301;0;0;60000000;0;0;0;0;0;Técnico;5041723
504173;PLAGUE;Guarne;19/08/1987;UNKNOWN;Abejas africanas;EL TIEMPO 1987-08-21 P.2A;417402;10;20;0;417401;0;0;0;10;10;0;0;0;Biológico;5041733
